60030 silly lifecycle defined@1.0.0~preinstall: no script for preinstall, continuing
68266 info lifecycle callsite@1.0.0~postinstall: callsite@1.0.0
68267 silly lifecycle callsite@1.0.0~postinstall: no script for postinstall, continuing
68268 silly postinstall better-assert@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/better-assert-73c86046
68269 info lifecycle better-assert@1.0.2~postinstall: better-assert@1.0.2
68270 silly lifecycle better-assert@1.0.2~postinstall: no script for postinstall, continuing
68271 silly postinstall camelcase@1.2.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/camelcase-b9eab95f
68272 info lifecycle camelcase@1.2.1~postinstall: camelcase@1.2.1
68273 silly lifecycle camelcase@1.2.1~postinstall: no script for postinstall, continuing
68274 silly postinstall caseless@0.11.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/caseless-a6123915
68275 info lifecycle caseless@0.11.0~postinstall: caseless@0.11.0
68276 silly lifecycle caseless@0.11.0~postinstall: no script for postinstall, continuing
68277 silly postinstall charm@0.2.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/charm-3abd320b
68278 info lifecycle charm@0.2.1~postinstall: charm@0.2.1
68279 silly lifecycle charm@0.2.1~postinstall: no script for postinstall, continuing
68280 silly postinstall colors@1.0.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/colors-a58b28a5
68281 info lifecycle colors@1.0.3~postinstall: colors@1.0.3
68282 silly lifecycle colors@1.0.3~postinstall: no script for postinstall, continuing
68283 silly postinstall cli-table@0.3.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/cli-table-d2437823
68284 info lifecycle cli-table@0.3.1~postinstall: cli-table@0.3.1
68285 silly lifecycle cli-table@0.3.1~postinstall: no script for postinstall, continuing
68286 silly postinstall clone@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/clone-ab6fd7bc
68287 info lifecycle clone@1.0.2~postinstall: clone@1.0.2
68288 silly lifecycle clone@1.0.2~postinstall: no script for postinstall, continuing
68289 silly postinstall colors@1.1.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/colors-62c866c0
68290 info lifecycle colors@1.1.2~postinstall: colors@1.1.2
68291 silly lifecycle colors@1.1.2~postinstall: no script for postinstall, continuing
68292 silly postinstall component-bind@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/component-bind-6354424f
68293 info lifecycle component-bind@1.0.0~postinstall: component-bind@1.0.0
68294 silly lifecycle component-bind@1.0.0~postinstall: no script for postinstall, continuing
68295 silly postinstall component-emitter@1.1.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/component-emitter-d0422a6e
68296 info lifecycle component-emitter@1.1.2~postinstall: component-emitter@1.1.2
68297 silly lifecycle component-emitter@1.1.2~postinstall: no script for postinstall, continuing
68298 silly postinstall component-inherit@0.0.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/component-inherit-c518b4d4
68299 info lifecycle component-inherit@0.0.3~postinstall: component-inherit@0.0.3
68300 silly lifecycle component-inherit@0.0.3~postinstall: no script for postinstall, continuing
68301 silly postinstall component-props@1.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/component-props-6a258d60
68302 info lifecycle component-props@1.1.1~postinstall: component-props@1.1.1
68303 silly lifecycle component-props@1.1.1~postinstall: no script for postinstall, continuing
68304 silly postinstall concat-map@0.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/concat-map-b1bc5d7b
68305 info lifecycle concat-map@0.0.1~postinstall: concat-map@0.0.1
68306 silly lifecycle concat-map@0.0.1~postinstall: no script for postinstall, continuing
68307 silly postinstall brace-expansion@1.1.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/brace-expansion-eea56a57
68308 info lifecycle brace-expansion@1.1.6~postinstall: brace-expansion@1.1.6
68309 silly lifecycle brace-expansion@1.1.6~postinstall: no script for postinstall, continuing
68310 silly postinstall minimatch@3.0.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/minimatch-d85f8e92
68311 info lifecycle minimatch@3.0.3~postinstall: minimatch@3.0.3
68312 silly lifecycle minimatch@3.0.3~postinstall: no script for postinstall, continuing
68313 silly postinstall bluebird@3.4.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/bluebird-eaeb77b2
68314 info lifecycle bluebird@3.4.6~postinstall: bluebird@3.4.6
68315 silly lifecycle bluebird@3.4.6~postinstall: no script for postinstall, continuing
68316 silly postinstall consolidate@0.14.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/consolidate-b228f042
68317 info lifecycle consolidate@0.14.1~postinstall: consolidate@0.14.1
68318 silly lifecycle consolidate@0.14.1~postinstall: no script for postinstall, continuing
68319 silly postinstall constants-browserify@0.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/constants-browserify-4729c571
68320 info lifecycle constants-browserify@0.0.1~postinstall: constants-browserify@0.0.1
68321 silly lifecycle constants-browserify@0.0.1~postinstall: no script for postinstall, continuing
68322 silly postinstall content-disposition@0.5.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/content-disposition-370a023b
68323 info lifecycle content-disposition@0.5.1~postinstall: content-disposition@0.5.1
68324 silly lifecycle content-disposition@0.5.1~postinstall: no script for postinstall, continuing
68325 silly postinstall content-type@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/content-type-6df8fc18
68326 info lifecycle content-type@1.0.2~postinstall: content-type@1.0.2
68327 silly lifecycle content-type@1.0.2~postinstall: no script for postinstall, continuing
68328 silly postinstall convert-source-map@1.3.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/convert-source-map-9532b799
68329 info lifecycle convert-source-map@1.3.0~postinstall: convert-source-map@1.3.0
68330 silly lifecycle convert-source-map@1.3.0~postinstall: no script for postinstall, continuing
68331 silly postinstall cookie@0.3.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/cookie-f33568a2
68332 info lifecycle cookie@0.3.1~postinstall: cookie@0.3.1
68333 silly lifecycle cookie@0.3.1~postinstall: no script for postinstall, continuing
68334 silly postinstall cookie-signature@1.0.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/cookie-signature-c6a79b18
68335 info lifecycle cookie-signature@1.0.6~postinstall: cookie-signature@1.0.6
68336 silly lifecycle cookie-signature@1.0.6~postinstall: no script for postinstall, continuing
68337 silly postinstall core-js@1.2.7 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/core-js-f4a7287b
68338 info lifecycle core-js@1.2.7~postinstall: core-js@1.2.7
68339 silly lifecycle core-js@1.2.7~postinstall: no script for postinstall, continuing
68340 silly postinstall core-util-is@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/core-util-is-4ee1efe3
68341 info lifecycle core-util-is@1.0.2~postinstall: core-util-is@1.0.2
68342 silly lifecycle core-util-is@1.0.2~postinstall: no script for postinstall, continuing
68343 silly postinstall assert-plus@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/assert-plus-0889cc37
68344 info lifecycle assert-plus@1.0.0~postinstall: assert-plus@1.0.0
68345 silly lifecycle assert-plus@1.0.0~postinstall: no script for postinstall, continuing
68346 silly postinstall dashdash@1.14.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/dashdash-e0cf923a
68347 info lifecycle dashdash@1.14.0~postinstall: dashdash@1.14.0
68348 silly lifecycle dashdash@1.14.0~postinstall: no script for postinstall, continuing
68349 silly postinstall date-now@0.1.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/date-now-743ffa5f
68350 info lifecycle date-now@0.1.4~postinstall: date-now@0.1.4
68351 silly lifecycle date-now@0.1.4~postinstall: no script for postinstall, continuing
68352 silly postinstall console-browserify@1.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/console-browserify-cca519f6
68353 info lifecycle console-browserify@1.1.0~postinstall: console-browserify@1.1.0
68354 silly lifecycle console-browserify@1.1.0~postinstall: no script for postinstall, continuing
68355 silly postinstall decamelize@1.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/decamelize-8e02c88a
68356 info lifecycle decamelize@1.2.0~postinstall: decamelize@1.2.0
68357 silly lifecycle decamelize@1.2.0~postinstall: no script for postinstall, continuing
68358 silly postinstall deep-diff@0.3.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/deep-diff-b82e3d46
68359 info lifecycle deep-diff@0.3.4~postinstall: deep-diff@0.3.4
68360 silly lifecycle deep-diff@0.3.4~postinstall: no script for postinstall, continuing
68361 silly postinstall type-detect@0.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/type-detect-b9d5e8ce
68362 info lifecycle type-detect@0.1.1~postinstall: type-detect@0.1.1
68363 silly lifecycle type-detect@0.1.1~postinstall: no script for postinstall, continuing
68364 silly postinstall deep-eql@0.1.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/deep-eql-480bb380
68365 info lifecycle deep-eql@0.1.3~postinstall: deep-eql@0.1.3
68366 silly lifecycle deep-eql@0.1.3~postinstall: no script for postinstall, continuing
68367 silly postinstall deep-equal@0.2.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/deep-equal-9a5d4f24
68368 info lifecycle deep-equal@0.2.1~postinstall: deep-equal@0.2.1
68369 silly lifecycle deep-equal@0.2.1~postinstall: no script for postinstall, continuing
68370 silly postinstall deep-extend@0.4.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/deep-extend-03eeba1e
68371 info lifecycle deep-extend@0.4.1~postinstall: deep-extend@0.4.1
68372 silly lifecycle deep-extend@0.4.1~postinstall: no script for postinstall, continuing
68373 silly postinstall defined@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/defined-de382ed2
68374 info lifecycle defined@1.0.0~postinstall: defined@1.0.0
68375 silly lifecycle defined@1.0.0~postinstall: no script for postinstall, continuing
68376 silly postinstall delayed-stream@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/delayed-stream-3128de01
68377 info lifecycle delayed-stream@1.0.0~postinstall: delayed-stream@1.0.0
68378 silly lifecycle delayed-stream@1.0.0~postinstall: no script for postinstall, continuing
68379 silly postinstall combined-stream@1.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/combined-stream-c5161cfc
68380 info lifecycle combined-stream@1.0.5~postinstall: combined-stream@1.0.5
68381 silly lifecycle combined-stream@1.0.5~postinstall: no script for postinstall, continuing
68382 silly postinstall delegates@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/delegates-5d7d7bba
68383 info lifecycle delegates@1.0.0~postinstall: delegates@1.0.0
68384 silly lifecycle delegates@1.0.0~postinstall: no script for postinstall, continuing
68385 silly postinstall depd@1.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/depd-fbf08506
68386 info lifecycle depd@1.1.0~postinstall: depd@1.1.0
68387 silly lifecycle depd@1.1.0~postinstall: no script for postinstall, continuing
68388 silly postinstall destroy@1.0.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/destroy-d6b425aa
68389 info lifecycle destroy@1.0.4~postinstall: destroy@1.0.4
68390 silly lifecycle destroy@1.0.4~postinstall: no script for postinstall, continuing
68391 silly postinstall detective@4.3.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/detective-689024b2
68392 info lifecycle detective@4.3.1~postinstall: detective@4.3.1
68393 silly lifecycle detective@4.3.1~postinstall: no script for postinstall, continuing
68394 silly postinstall did_it_work@0.0.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/did_it_work-956177e9
68395 info lifecycle did_it_work@0.0.6~postinstall: did_it_work@0.0.6
68396 silly lifecycle did_it_work@0.0.6~postinstall: no script for postinstall, continuing
68397 silly postinstall diff@1.4.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/diff-5fe0906f
68398 info lifecycle diff@1.4.0~postinstall: diff@1.4.0
68399 silly lifecycle diff@1.4.0~postinstall: no script for postinstall, continuing
68400 silly postinstall domain-browser@1.1.7 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/domain-browser-e0ff87ca
68401 info lifecycle domain-browser@1.1.7~postinstall: domain-browser@1.1.7
68402 silly lifecycle domain-browser@1.1.7~postinstall: no script for postinstall, continuing
68403 silly postinstall dottie@1.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/dottie-08e7b7c5
68404 info lifecycle dottie@1.1.1~postinstall: dottie@1.1.1
68405 silly lifecycle dottie@1.1.1~postinstall: no script for postinstall, continuing
68406 silly postinstall duplexer@0.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/duplexer-2d350d40
68407 info lifecycle duplexer@0.1.1~postinstall: duplexer@0.1.1
68408 silly lifecycle duplexer@0.1.1~postinstall: no script for postinstall, continuing
68409 silly postinstall ee-first@1.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ee-first-461352b6
68410 info lifecycle ee-first@1.1.1~postinstall: ee-first@1.1.1
68411 silly lifecycle ee-first@1.1.1~postinstall: no script for postinstall, continuing
68412 silly postinstall emojis-list@2.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/emojis-list-c790ff97
68413 info lifecycle emojis-list@2.1.0~postinstall: emojis-list@2.1.0
68414 silly lifecycle emojis-list@2.1.0~postinstall: no script for postinstall, continuing
68415 silly postinstall encodeurl@1.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/encodeurl-55114c84
68416 info lifecycle encodeurl@1.0.1~postinstall: encodeurl@1.0.1
68417 silly lifecycle encodeurl@1.0.1~postinstall: no script for postinstall, continuing
68418 silly postinstall isarray@0.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/isarray-35627b46
68419 info lifecycle isarray@0.0.1~postinstall: isarray@0.0.1
68420 silly lifecycle isarray@0.0.1~postinstall: no script for postinstall, continuing
68421 silly postinstall has-binary@0.1.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/has-binary-0576e95a
68422 info lifecycle has-binary@0.1.6~postinstall: has-binary@0.1.6
68423 silly lifecycle has-binary@0.1.6~postinstall: no script for postinstall, continuing
68424 silly postinstall memory-fs@0.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/memory-fs-dfae3b60
68425 info lifecycle memory-fs@0.2.0~postinstall: memory-fs@0.2.0
68426 silly lifecycle memory-fs@0.2.0~postinstall: no script for postinstall, continuing
68427 silly postinstall es6-promise@3.3.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/es6-promise-dcd15178
68428 info lifecycle es6-promise@3.3.1~postinstall: es6-promise@3.3.1
68429 silly lifecycle es6-promise@3.3.1~postinstall: no script for postinstall, continuing
68430 silly postinstall escape-html@1.0.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/escape-html-06b80171
68431 info lifecycle escape-html@1.0.3~postinstall: escape-html@1.0.3
68432 silly lifecycle escape-html@1.0.3~postinstall: no script for postinstall, continuing
68433 silly postinstall escape-string-regexp@1.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/escape-string-regexp-84f08062
68434 info lifecycle escape-string-regexp@1.0.5~postinstall: escape-string-regexp@1.0.5
68435 silly lifecycle escape-string-regexp@1.0.5~postinstall: no script for postinstall, continuing
68436 silly postinstall esprima-fb@15001.1001.0-dev-harmony-fb /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/esprima-fb-5f07e583
68437 info lifecycle esprima-fb@15001.1001.0-dev-harmony-fb~postinstall: esprima-fb@15001.1001.0-dev-harmony-fb
68438 silly lifecycle esprima-fb@15001.1001.0-dev-harmony-fb~postinstall: no script for postinstall, continuing
68439 silly postinstall esutils@2.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/esutils-5d34072c
68440 info lifecycle esutils@2.0.2~postinstall: esutils@2.0.2
68441 silly lifecycle esutils@2.0.2~postinstall: no script for postinstall, continuing
68442 silly postinstall etag@1.7.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/etag-bc2f7523
68443 info lifecycle etag@1.7.0~postinstall: etag@1.7.0
68444 silly lifecycle etag@1.7.0~postinstall: no script for postinstall, continuing
68445 silly postinstall eventemitter3@1.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/eventemitter3-f59358ce
68446 info lifecycle eventemitter3@1.2.0~postinstall: eventemitter3@1.2.0
68447 silly lifecycle eventemitter3@1.2.0~postinstall: no script for postinstall, continuing
68448 silly postinstall events@1.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/events-ad6c464d
68449 info lifecycle events@1.1.1~postinstall: events@1.1.1
68450 silly lifecycle events@1.1.1~postinstall: no script for postinstall, continuing
68451 silly postinstall events-to-array@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/events-to-array-e701b0ab
68452 info lifecycle events-to-array@1.0.2~postinstall: events-to-array@1.0.2
68453 silly lifecycle events-to-array@1.0.2~postinstall: no script for postinstall, continuing
68454 silly postinstall extend@3.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/extend-0c340002
68455 info lifecycle extend@3.0.0~postinstall: extend@3.0.0
68456 silly lifecycle extend@3.0.0~postinstall: no script for postinstall, continuing
68457 silly postinstall extsprintf@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/extsprintf-e67063aa
68458 info lifecycle extsprintf@1.0.2~postinstall: extsprintf@1.0.2
68459 silly lifecycle extsprintf@1.0.2~postinstall: no script for postinstall, continuing
68460 silly postinstall filename-regex@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/filename-regex-0b19b159
68461 info lifecycle filename-regex@2.0.0~postinstall: filename-regex@2.0.0
68462 silly lifecycle filename-regex@2.0.0~postinstall: no script for postinstall, continuing
68463 silly postinstall inherits@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/inherits-6aa518b7
68464 info lifecycle inherits@1.0.0~postinstall: inherits@1.0.0
68465 silly lifecycle inherits@1.0.0~postinstall: no script for postinstall, continuing
68466 silly postinstall filereader-stream@0.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/filereader-stream-bc72512b
68467 info lifecycle filereader-stream@0.2.0~postinstall: filereader-stream@0.2.0
68468 silly lifecycle filereader-stream@0.2.0~postinstall: no script for postinstall, continuing
68469 silly postinstall filesize@3.3.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/filesize-a0424238
68470 info lifecycle filesize@3.3.0~postinstall: filesize@3.3.0
68471 silly lifecycle filesize@3.3.0~postinstall: no script for postinstall, continuing
68472 silly postinstall async@0.2.10 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/async-ac02dc99
68473 info lifecycle async@0.2.10~postinstall: async@0.2.10
68474 silly lifecycle async@0.2.10~postinstall: no script for postinstall, continuing
68475 silly postinstall minimatch@3.0.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/minimatch-3ca14faf
68476 info lifecycle minimatch@3.0.3~postinstall: minimatch@3.0.3
68477 silly lifecycle minimatch@3.0.3~postinstall: no script for postinstall, continuing
68478 silly postinstall for-in@0.1.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/for-in-b45e22fc
68479 info lifecycle for-in@0.1.6~postinstall: for-in@0.1.6
68480 silly lifecycle for-in@0.1.6~postinstall: no script for postinstall, continuing
68481 silly postinstall for-own@0.1.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/for-own-a2aa8301
68482 info lifecycle for-own@0.1.4~postinstall: for-own@0.1.4
68483 silly lifecycle for-own@0.1.4~postinstall: no script for postinstall, continuing
68484 silly postinstall forever-agent@0.6.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/forever-agent-18b72510
68485 info lifecycle forever-agent@0.6.1~postinstall: forever-agent@0.6.1
68486 silly lifecycle forever-agent@0.6.1~postinstall: no script for postinstall, continuing
68487 silly postinstall forwarded@0.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/forwarded-9cbc87a0
68488 info lifecycle forwarded@0.1.0~postinstall: forwarded@0.1.0
68489 silly lifecycle forwarded@0.1.0~postinstall: no script for postinstall, continuing
68490 silly postinstall fresh@0.3.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fresh-e008879e
68491 info lifecycle fresh@0.3.0~postinstall: fresh@0.3.0
68492 silly lifecycle fresh@0.3.0~postinstall: no script for postinstall, continuing
68493 silly postinstall from@0.1.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/from-0d903b90
68494 info lifecycle from@0.1.3~postinstall: from@0.1.3
68495 silly lifecycle from@0.1.3~postinstall: no script for postinstall, continuing
68496 silly postinstall fs-readdir-recursive@0.1.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fs-readdir-recursive-ab81b5a7
68497 info lifecycle fs-readdir-recursive@0.1.2~postinstall: fs-readdir-recursive@0.1.2
68498 silly lifecycle fs-readdir-recursive@0.1.2~postinstall: no script for postinstall, continuing
68499 silly postinstall fs.realpath@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fs.realpath-f58cf6b9
68500 info lifecycle fs.realpath@1.0.0~postinstall: fs.realpath@1.0.0
68501 silly lifecycle fs.realpath@1.0.0~postinstall: no script for postinstall, continuing
68502 silly postinstall abbrev@1.0.9 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/abbrev-dc8b29f4
68503 info lifecycle abbrev@1.0.9~postinstall: abbrev@1.0.9
68504 silly lifecycle abbrev@1.0.9~postinstall: no script for postinstall, continuing
68505 silly postinstall ansi-regex@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ansi-regex-b8c622bc
68506 info lifecycle ansi-regex@2.0.0~postinstall: ansi-regex@2.0.0
68507 silly lifecycle ansi-regex@2.0.0~postinstall: no script for postinstall, continuing
68508 silly postinstall ansi-styles@2.2.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ansi-styles-99058be0
68509 info lifecycle ansi-styles@2.2.1~postinstall: ansi-styles@2.2.1
68510 silly lifecycle ansi-styles@2.2.1~postinstall: no script for postinstall, continuing
68511 silly postinstall aproba@1.0.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/aproba-fe7f5f23
68512 info lifecycle aproba@1.0.4~postinstall: aproba@1.0.4
68513 silly lifecycle aproba@1.0.4~postinstall: no script for postinstall, continuing
68514 silly postinstall asn1@0.2.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/asn1-fa09aeb2
68515 info lifecycle asn1@0.2.3~postinstall: asn1@0.2.3
68516 silly lifecycle asn1@0.2.3~postinstall: no script for postinstall, continuing
68517 silly postinstall assert-plus@0.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/assert-plus-d7689bdb
68518 info lifecycle assert-plus@0.2.0~postinstall: assert-plus@0.2.0
68519 silly lifecycle assert-plus@0.2.0~postinstall: no script for postinstall, continuing
68520 silly postinstall async@1.5.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/async-42658d7a
68521 info lifecycle async@1.5.2~postinstall: async@1.5.2
68522 silly lifecycle async@1.5.2~postinstall: no script for postinstall, continuing
68523 silly postinstall aws-sign2@0.6.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/aws-sign2-7b992e4f
68524 info lifecycle aws-sign2@0.6.0~postinstall: aws-sign2@0.6.0
68525 silly lifecycle aws-sign2@0.6.0~postinstall: no script for postinstall, continuing
68526 silly postinstall aws4@1.4.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/aws4-47fab040
68527 info lifecycle aws4@1.4.1~postinstall: aws4@1.4.1
68528 silly lifecycle aws4@1.4.1~postinstall: no script for postinstall, continuing
68529 silly postinstall balanced-match@0.4.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/balanced-match-4de2fb88
68530 info lifecycle balanced-match@0.4.2~postinstall: balanced-match@0.4.2
68531 silly lifecycle balanced-match@0.4.2~postinstall: no script for postinstall, continuing
68532 silly postinstall buffer-shims@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/buffer-shims-5ae8d2f7
68533 info lifecycle buffer-shims@1.0.0~postinstall: buffer-shims@1.0.0
68534 silly lifecycle buffer-shims@1.0.0~postinstall: no script for postinstall, continuing
68535 silly postinstall caseless@0.11.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/caseless-0745a997
68536 info lifecycle caseless@0.11.0~postinstall: caseless@0.11.0
68537 silly lifecycle caseless@0.11.0~postinstall: no script for postinstall, continuing
68538 silly postinstall concat-map@0.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/concat-map-dbb88558
68539 info lifecycle concat-map@0.0.1~postinstall: concat-map@0.0.1
68540 silly lifecycle concat-map@0.0.1~postinstall: no script for postinstall, continuing
68541 silly postinstall brace-expansion@1.1.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/brace-expansion-cb13a1b4
68542 info lifecycle brace-expansion@1.1.5~postinstall: brace-expansion@1.1.5
68543 silly lifecycle brace-expansion@1.1.5~postinstall: no script for postinstall, continuing
68544 silly postinstall console-control-strings@1.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/console-control-strings-71e4bb13
68545 info lifecycle console-control-strings@1.1.0~postinstall: console-control-strings@1.1.0
68546 silly lifecycle console-control-strings@1.1.0~postinstall: no script for postinstall, continuing
68547 silly postinstall core-util-is@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/core-util-is-04c7b161
68548 info lifecycle core-util-is@1.0.2~postinstall: core-util-is@1.0.2
68549 silly lifecycle core-util-is@1.0.2~postinstall: no script for postinstall, continuing
68550 silly postinstall assert-plus@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/assert-plus-082e1a4d
68551 info lifecycle assert-plus@1.0.0~postinstall: assert-plus@1.0.0
68552 silly lifecycle assert-plus@1.0.0~postinstall: no script for postinstall, continuing
68553 silly postinstall dashdash@1.14.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/dashdash-06842855
68554 info lifecycle dashdash@1.14.0~postinstall: dashdash@1.14.0
68555 silly lifecycle dashdash@1.14.0~postinstall: no script for postinstall, continuing
68556 silly postinstall deep-extend@0.4.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/deep-extend-05d909e2
68557 info lifecycle deep-extend@0.4.1~postinstall: deep-extend@0.4.1
68558 silly lifecycle deep-extend@0.4.1~postinstall: no script for postinstall, continuing
68559 silly postinstall delayed-stream@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/delayed-stream-e8584a04
68560 info lifecycle delayed-stream@1.0.0~postinstall: delayed-stream@1.0.0
68561 silly lifecycle delayed-stream@1.0.0~postinstall: no script for postinstall, continuing
